isbn_10,orig_title,orig_publication_yr,language_code
1922182109,The Rosie Effect,2014,eng
006117758X,Ham on Rye,1982,eng
375825444,Flipped,2001,eng
974320625,Emotional Intelligence 2.0,2003,da
670035386,Make Way for Ducklings,1941,eng
765354942,Relic,1995,eng
380727501,Notes from a Small Island,1995,eng
451461894,Small Favor,2008,eng
1607060760,The Walking Dead Compendium Volume 1,2009,eng
1599900734,Princess Academy,2005,eng
553496646,"Everything, Everything",2015,eng
486282228,Pygmalion,1912,eng
62124269,Flight Behavior,2012,eng
1590388984,Grip of the Shadow Plague,2008,eng
140298479,Bridget Jones: The Edge of Reason,1999,eng
067976397X,Captain Corelli's Mandolin,1994,eng
446698466,At First Sight,2004,eng
767903862,Down Under,2000,eng
192123092,The Memoirs of Sherlock Holmes,1894,eng
812992792,The Orphan Master's Son,2012,eng
345300785,Enchanters' End Game,1984,eng
375714839,Persepolis,2003,eng
449213447,The Chosen,1967,eng
451171357,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,1958,eng
786891084,Where Rainbows End,2004,eng
765326264,A Dog's Purpose ,2010,eng
1595148035,An Ember in the Ashes,2015,eng
451222725,"Lover Enshrined, part one",2008,eng
62110837,The Golem and the Jinni,2013,eng
64410137,The Slippery Slope,2003,eng
143037617,Bleak House,1853,eng
64431436,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",1938,eng
044101268X,Furies of Calderon ,2004,eng
689878559,Alanna: The First Adventure,1983,eng
224085611,Her Fearful Symmetry,2009,eng
451225856,"Lover Enshrined, part two",2009,eng
553288202,The Fall of Hyperion,1990,eng
446698873,The Black Dahlia,1987,eng
688120490,"Through the Looking-Glass, and What Alice Found There",1871,eng
743246985,Wild Swans: Three Daughters of China,1991,eng
394800206,"Go, Dog. Go!",1961,eng
60885408,,1937,eng
1501100130,Finders Keepers,2015,eng
61558230,The Strain,2009,eng
316184136,The Complete Poems of Emily Dickinson,1890,eng
60935472,Old Yeller,1956,eng
1416553649,Born Standing Up: A Comic's Life,2007,eng
60899190,PostSecret: Extraordinary Confessions from Ordinary Lives,2005,eng
7119550,A Storm of Swords: Part 2 Blood and Gold,2000,eng
152047379,The Borrowers Afield,1952,eng
340818670,Hearts in Atlantis,1999,eng
037571894X,羊をめぐる冒険 [Hitsujiwomegurubōken],1982,eng
743246071,The Queen's Fool,2003,eng
316133973,Days of Blood & Starlight,2012,eng
1842430351,Jitterbug Perfume,1984,eng
399244573,"The Battle for Skandia (Ranger's Apprentice, #4)",2006,eng
1423157370,The Darkest Minds,2012,eng
60832819,O Zahir,2005,eng
1416560610,The Power of Positive Thinking,1952,eng
1844082938,The House of Mirth,1905,eng
345501330,Fairy Tail 1,2006,eng
756410436,The Slow Regard of Silent Things,2014,eng
451229851,"Lover Avenged, part one",2010,eng
141001828,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1999,eng
743289684,Infidel,2006,eng
1400063515,The Black Swan: The Impact of the Highly Improbable,2007,eng
345504984,The Twelve,2012,eng
374529523,Один день Ивана Денисовича,1962,eng
553380966,The Diamond Age,1995,eng
60892994,A Canticle for Leibowitz,1959,eng
1580493882,Ἀντιγόνη,-441,eng
1439138311,Brooklyn,2009,eng
1442409053,Wither,2011,eng
62300547,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,2016,eng
312864590,Crossroads of Twilight,2003,eng
1580495869,The Red Badge of Courage,1871,eng
544272994,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,2014,eng
765348780,Gardens of the Moon,1999,eng
440401585,A Swiftly Tilting Planet,1978,eng
043977134X,Gregor the Overlander,2003,eng
1439102724,Sing You Home,2011,eng
345419634,The Tale of the Body Thief,1992,eng
446615625,The Camel Club,2005,eng
316155608,Saving The World and Other Extreme Sports,2006,eng
812551478,Blood of the Fold,1996,eng
743272501,The Boleyn Inheritance,2006,eng
385683421,A Spool of Blue Thread,2015,eng
385542364,The Underground Railroad,2016,eng
786838930,Masquerade,2007,eng
373210183,The Iron Queen,2011,eng
988393506,Losing It,2012,eng
385535144,The Racketeer,2012,eng
143036378,Disgrace,1999,eng
525444440,The House at Pooh Corner,1928,eng
316075558,The Black Prism,2010,eng
143036696,The Mermaid Chair,2004,eng
64410129,The Carnivorous Carnival,2002,eng
1423116399,Heist Society,2010,eng
1250121000,Behind Closed Doors,2016,eng
345348109,The Killer Angels,1974,eng
425201392,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",1995,eng
786818611,Ptolemy's Gate,2006,eng
553214322,The Island of Dr. Moreau,1896,eng
1620610094,Opal,2012,fr
1934781630,Zeitoun,2008,de
141697170X,Out of My Mind,2010,eng
1453688935,Switched,2010,eng
679774386,Доктор Живаго,1957,eng
1476791457,,2015,eng
99303744,Disclosure,1994,eng
142437808,Ethan Frome,1911,eng
385720106,A Map of the World,1992,eng
141693586X,The Gift of the Magi,1905,eng
553380648,The Electric Kool-Aid Acid Test,1968,eng
802140181,The Naked Lunch,1959,eng
156389226X,The Sandman: Dream Country,1991,eng
385337930,A Painted House,2001,eng
441007317,The Left Hand of Darkness,1969,eng
142412147,Let It Snow: Three Holiday Romances,2008,eng
1439192561,"Full Dark, No Stars",2010,eng
805095152,Being Mortal: Medicine and What Matters in the End,2014,eng
553582917,Intensity,1987,eng
1406914835,Et dukkehjem,1879,eng
375760377,Hawaii,1959,eng
413757102,Revolutionary Road,1961,eng
375835318,Nick & Norah's Infinite Playlist,2006,eng
545259088,Forever,2011,eng
1573226521,The Beach,1996,eng
143145541,Saving CeeCee Honeycutt,2010,eng
575096578,Deadlocked,2012,eng
1416524355,Everything's Eventual: 14 Dark Tales,2002,eng
192750968,Beezus and Ramona,1955,eng
141650964X,The Farthest Shore,1972,eng
99556316,Airframe,1996,eng
553564943,Magician,1982,eng
312987854,Bet Me,2004,eng
316548189,Long Walk to Freedom: The Autobiography of Nelson Mandela,1994,eng
034541005X,The Power of One,1989,eng
752865331,The Maltese Falcon,1930,eng
312364423,Night Road,2011,eng
515128635,Tripwire,1999,eng
055380491X,Emotional Intelligence,1995,eng
045146317X,Changes,2010,eng
670674249,The Story of Ferdinand,1936,eng
1416903569,Impulse,2007,eng
140436588,Ivanhoe,1819,eng
312936222,Ten Big Ones,2004,eng
446690457,The Poet,1996,eng
61985848,Paranormalcy,2010,eng
316087378,Eclipse: The Official Illustrated Movie Companion,2010,eng
61257095,The Shoemaker's Wife,2012,eng
1590387422,Rise of the Evening Star,2006,eng
1455806854,The Next Always,2011,eng
307269191,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],2007,eng
1416995587,We'll Always Have Summer,2011,eng
307268195,Open: An Autobiography,2009,eng
014240165X,Alex Rider: Stormbreaker,2000,eng
1590860624,Without Fail ,2002,eng
842377506,A Voice in the Wind,1993,eng
031613290X,,2005,eng
057507681X,A Scanner Darkly ,1977,eng
1594488843,Drive: The Surprising Truth About What Motivates Us,2008,eng
1416534733,A Connecticut Yankee in King Arthur's Court,1889,eng
1563894696,Batman: The Long Halloween,1997,eng
811201880,La Nausée,1938,eng
785268839,,2001,eng
1606410423,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",2009,eng
312349486,Twelve Sharp,2006,eng
689845367,The Tombs of Atuan,1970,eng
451462564,Turn Coat,2009,eng
140439072,The Sign of Four,1890,eng
096319254X,Memnoch The Devil,1995,eng
385733585,The Magician: The Secrets of The Immortal Nicholas Flamel,2008,eng
689832133,"Click, Clack, Moo: Cows That Type",1999,eng
441015662,Iron Kissed,2008,eng
765328658,Anna Dressed in Blood,2011,eng
1423321677,"Temple of the Winds (Sword of Truth, #4)",1997,eng
380714752,The True Confessions of Charlotte Doyle,1990,eng
1565125967,A Reliable Wife,2009,eng
380729407,Something Wicked This Way Comes,1962,eng
140003342X,Song of Solomon,1977,eng
394298667,Red Storm Rising,1986,eng
802139256,Peace Like a River,2001,eng
385517874,Rant: An Oral Biography of Buster Casey,2007,eng
812565959,Shadow of the Hegemon,2000,eng
307021343,The Poky Little Puppy (a Little Golden Book),1942,eng
440235596,Tara Road,1998,eng
1587263890,The Call of the Wild / White Fang,1906,eng
1423100050,Cross My Heart and Hope to Spy,2007,eng
441014739,Blood Bound,2007,eng
451464400,Cold Days,2012,eng
399154094,The Friday Night Knitting Club,2006,eng
312330863,All Things Bright and Beautiful,1973,eng
316921173,Infinite Jest,1996,eng
812967127,The Day of the Triffids,1951,eng
62041266,The Sisters Brothers,2011,eng
61922315,Secret Daughter,2010,eng
375822070,Fantastic Mr Fox,1970,eng
9504915248,Brida,1990,por
141183535,A Room of One's Own,1929,eng
1903436575,Sonnets,1592,eng
670012947,What Happened to Goodbye,2011,eng
1627792120,Six of Crows,2015,eng
60541431,13 Little Blue Envelopes,2005,eng
849900417,Same Kind of Different as Me,2005,eng
1250049555,Carry On,2015,eng
812973011,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",2003,eng
7423292,Prince of Thorns,2011,eng
385265700,The Book of Ruth,1988,eng
385333870,Galápagos,1985,hu
60872985,Next,2006,eng
689852231,,2002,eng
1416523715,Leaves of Grass,1855,eng
749935332,Blue Dahlia,2004,eng
014303961X,Lady Chatterley's Lover,1928,eng
043402080X,The Magician King,2011,eng
451205367,,1926,eng
743418719,Salem Falls,2001,eng
345403959,Belgarath the Sorcerer,1995,eng
575070706,The Great Dune Trilogy,1977,eng
1400067693,My Name Is Lucy Barton,2016,eng
553805487,Garden Spells,2007,eng
045146379X,Ghost Story,2011,eng
1580495761,Narrative of the Life of Frederick Douglass,1845,eng
141694740X,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,2004,eng
345468643,Pawn of Prophecy,1982,eng
312349491,Lean Mean Thirteen,2007,eng
451529758,The Jungle Books,1895,eng
451219945,Glass Houses,2006,eng
785264698,,2004,eng
785121447,The Dark Tower: The Gunslinger Born,2007,eng
670026638,A Tale for the Time Being,2013,eng
806527285,I Hope They Serve Beer in Hell,2006,eng
99448572," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",1992,eng
385334141,Mother Night,1961,eng
006124189X,Influence: The Psychology of Persuasion,1984,eng
451526759,The Fall of the House of Usher and Other Writings,1960,eng
440416795,Harriet the Spy,1964,eng
1594633118,The Paying Guests,2014,eng
553588265,Forever Odd,2005,eng
767919386,At Home: A Short History of Private Life,2010,eng
60555955,Sushi for Beginners,2000,eng
312948557,Still Life,2005,eng
99489988,Watermelon,1995,fr
143038109,The Kitchen God's Wife,1991,eng
1847241697,Låt den rätte komma in,2004,eng
61974587,The Rise of Nine,2012,eng
1593080646,,1849,eng
385731051,The Second Summer of the Sisterhood,2003,eng
425181103,Phantoms,1983,eng
1416990658,,2010,eng
1586608290,My Utmost for His Highest,1926,eng
60012382,The Wee Free Men,2003,eng
385344430,Written in My Own Heart's Blood,2014,eng
039925482X,Nightshade,2010,eng
190444248X,Drachenreiter,1997,eng
671742515,The Long Dark Tea-Time of the Soul,1988,eng
804179034,Uprooted,2015,eng
804137250,Armada,2015,eng
345503813,The Desert Spear,2010,eng
7151667,The Man in the Brown Suit,1924,eng
385339593,The Summons,2002,eng
078670621X,Endurance: Shackleton's incredible voyage,1959,eng
60525118,"Size 12 Is Not Fat (Heather Wells, #1)",2005,eng
1101904224,Dark Matter,2016,eng
62310666,Glass Sword,2016,eng
385737424,When You Reach Me,2009,eng
553381342,The Bonfire of the Vanities,1987,eng
553119222,Death on the Nile,1937,eng
689862229,Shiloh,1991,eng
805094601,Siege and Storm,2013,eng
1416971734,Leviathan,2009,eng
671035975,How to Stop Worrying and Start Living,1944,eng
515114693,Born in Fire ,1994,eng
60921145,Animal Dreams,1990,eng
1416997857,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,2009,eng
6479677,If Tomorrow Comes,1985,eng
3822858641,M.C. Escher: grafiek en tekeningen,1956,eng
345416260,Pope Joan,1996,eng
679776818,Birdsong,1993,eng
081257639X,"Faith of the Fallen  (Sword of Truth, #6)",2000,eng
1606412388,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",2010,eng
159420229X,Moonwalking with Einstein: The Art and Science of Remembering Everything,2011,eng
446613363,"4th of July (Women's Murder Club, #4)",2005,eng
1423108361,The Time Paradox,2008,eng
059044297X,An Itchy Day,1963,eng
803734735,Bitterblue,2012,eng
803734956,The Sky Is Everywhere,2010,eng
61020664,Wyrd Sisters,1988,eng
1301347949,Real,2013,eng
62200577,NOS4A2,2013,eng
140434747,The Tenant of Wildfell Hall,1848,eng
965476022,The Black Stallion,1941,eng
64410145,The Grim Grotto,2004,eng
8424133498,Strega Nona,1975,eng
983212546,Playing for Keeps,2011,eng
961454733,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,1993,eng
60085894,Frida. A Biography of Frida Kahlo,1983,eng
452286034,Bitten,2001,eng
312624670,Born at Midnight,2011,eng
1844280136,Don't Let the Pigeon Drive the Bus,2003,eng
545424941,The Dream Thieves,2013,eng
141439637,The Portrait of a Lady,1881,eng
486290727,The Raven,1844,eng
486298574,The Yellow Wallpaper,1892,eng
836204387,The Calvin and Hobbes Tenth Anniversary Book,1995,eng
142401757,Dreamland ,2000,eng
1596912855,Austenland,2007,eng
1400044162,Half of a Yellow Sun,2006,eng
345498321,One Night @ The Call Center,2005,eng
385523238,At the Water's Edge,2015,eng
451197968,The Running Man,1982,eng
031242440X,Gilead,2004,eng
006091307X,The Crying of Lot 49,1966,eng
525953094,Edge of Eternity,2014,eng
1423121317,Demonglass,2011,eng
8498000831,Ubik,1969,spa
1857231511,The Sword of Shannara,1977,eng
99297701,Hannibal,1999,eng
006114097X,The Awakening and the Struggle,2007,eng
60586133,Three Wishes,2003,eng
1416974520,"Night World, No. 3",2009,eng
743466527,Fall on Your Knees,1996,eng
054522490X,The Scorpio Races,2011,eng
345539842,Morning Star,2016,eng
441005764,Mossflower,1988,eng
1250077001,Furiously Happy,2015,eng
312986343,Visions of Sugar Plums,2002,eng
553564935,"Magician: Master (The Riftwar Saga, #2)",1982,eng
1405910216,On the Island,2011,eng
1439164630,Left Neglected,2011,eng
671662341,Anne Frank Remembered,1987,eng
765316994,Redshirts,2012,eng
030720961X,Sahara,1992,spa
61245097,One Foot in the Grave,2008,eng
60890681,The Last Anniversary,2006,eng
61449067,Hunger ,2009,eng
312349513,Fearless Fourteen,2008,eng
8129118807,"Revolution 2020: Love, Corruption, Ambition",2011,eng
7174160,A Bear Called Paddington,1958,eng
60887338,Flawless,2007,eng
440800463,"Ramona Quimby, Age 8",1981,eng
446364800,The General's Daughter,1992,eng
1405206128,The Hostile Hospital,2001,eng
1569319472,犬夜叉 1,1997,eng
451219422,The Omen,1976,eng
312532768,Blue Moon,2009,eng
446572993,The Innocent,2012,eng
446402397,Child 44,2008,eng
425260933,The Hypnotist's Love Story,2011,eng
60527994,O Demônio e a Srta. Prym,2000,eng
1933718005,The Kissing Hand,1993,eng
440339340,Worth Dying For,2010,eng
307395987,Look Me in the Eye: My Life with Asperger's,2007,eng
312979975,Fantasy Lover,2002,eng
031601477X,Sundays at Tiffany's,2008,eng
743418735,Perfect Match,2002,eng
081297235X,Prep,2005,eng
1401307450,Scar Tissue,2004,eng
3442723434,Alias Grace,1996,ger
425273865,Captivated by You,2014,eng
99427869,Illusions: The Adventures of a Reluctant Messiah,1977,eng
316056634,Soulless,2009,eng
142422959,Just One Day,2013,eng
1416953574,Wake,2008,eng
1439107955,The Emperor of All Maladies: A Biography of Cancer,2010,eng
1416940901,"Glass (Crank, #2)",2007,eng
307278492,Memoria de mis putas tristes,2004,eng
031253955X,Only Time Will Tell,2011,eng
1878424114,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,2013,eng
312315953,Magical Thinking: True Stories,2004,eng
689878567,In the Hand of the Goddess,1984,eng
446614831,3rd Degree,2004,eng
385480016,Bird by Bird: Some Instructions on Writing and Life,1994,eng
805092528,Rubinrot,2009,eng
031259044X,Shadowland,2009,eng
689878575,Lioness Rampant,1988,eng
042510687X,Outbreak,1987,eng
8176210773,You Can Heal Your Life,1984,eng
015204566X,Dealing with Dragons,1990,eng
515130974,The Visitor,2000,eng
425205819,Rules Of Prey,1989,eng
553589172,Ashes to Ashes,1999,eng
7149824,The Yiddish Policemen's Union,2007,eng
345528670,The Aviator's Wife,2013,eng
439598389,A Bad Case of Stripes,1998,eng
593065700,The Affair,2011,eng
205313426,The Elements of Style,1918,eng
140620613,The Turn of the Screw,1898,eng
743294297,Best Friends Forever,2009,eng
786939532,Homeland,1990,eng
156865054X,The Mote in God's Eye,1974,eng
307595862,Snømannen (Harry Hole #7) ,2007,eng
1590171993,Stoner,1965,eng
1401308201,"Wicked: The Grimmerie, a Behind-the-Scenes Look at the Hit Broadway Musical",2005,eng
074348486X,As You Like It,1599,eng
1563892618,Preacher Vol. 1: Gone to Texas,1996,eng
451528921,Cyrano de Bergerac,1897,eng
374525641,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",1997,eng
1841496863,Bone Crossed,2009,eng
159514319X,The Indigo Spell,2013,eng
385341652,Dreamfever,2009,eng
316010707,Case Histories,2004,eng
345544110,"Release Me (Stark Trilogy, #1)",2013,eng
812984277,Wedding Night,2013,eng
1563892251,The Doll's House,1990,eng
689849109,Pollyanna,1912,eng
1558745157,,1997,eng
1490904387,Dust,2013,eng
1439102759,Lone Wolf,2012,eng
450610098,Nightmares & Dreamscapes ,1993,eng
385341679,Shadowfever,2011,eng
385517831,The Associate,2009,eng
547887205,"Son (The Giver, #4)",2012,eng
802720854,Rules of Attraction,2010,eng
1595406557,The Merry Adventures of Robin Hood,1883,eng
679781498,Less Than Zero,1985,eng
393065782,The Book of Negroes,2007,eng
812972147,كِتَاب أَلْف لَيْلَة وَلَيْلَة‎‎ [kitāb ʾalf layla wa-layla],800,eng
670021873,Faithful Place,2010,eng
802122558,Euphoria,2014,eng
60090383,Rachel's Holiday,1997,eng
586008357,The Caves of Steel,1954,eng
99448769,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",1988,eng
380709244,The Mouse and the Motorcycle,1965,eng
575090855,The Forest of Hands and Teeth,2009,eng
736693416,The Elfstones Of Shannara,1982,eng
375866590,Dash & Lily's Book of Dares,2010,eng
316074314,The Luminaries,2013,eng
60244054,,1991,eng
553588257,Velocity,2005,eng
316779423,Barrel Fever: Stories and Essays,1994,eng
552152951,Reaper Man,1991,eng
1581345275,Piercing the Darkness,1989,eng
038000321X,Alive: The Story of the Andes Survivors,1974,eng
143037749,On Beauty,2005,eng
446691097,Battlefield of the Mind: Winning the Battle in Your Mind,1995,eng
749932775,Dance Upon The Air,2001,eng
345335708,Castle of Wizardry,1984,eng
451233166,"Lover Avenged, part two",2011,eng
1401323820,Heat Wave,2008,eng
345469011,A Widow for One Year,1998,eng
7157150,Out of the Silent Planet,1938,eng
142404128,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire",1972,eng
60266864,If You Give a Pig a Pancake ,1998,eng
684853159,The Wasp Factory,1984,eng
140006788X,Night Film,2013,eng
080509329X,,2011,eng
385536976,Crazy Rich Asians,2013,eng
385733410,Rebel Angels,2005,eng
038533916X,Bloodfever,2007,eng
385341636,Faefever,2008,eng
1593070942,Hellboy: Seed of Destruction,1994,eng
1423160916,The Sword of Summer,2015,eng
140439242,"Le Vicomte de Bragelonne, ou Dix ans plus tard",1850,eng
143039989,The Haunting οf Hill House,1959,eng
684856476,The Rum Diary,1998,eng
60885432,Little Town on the Prairie,1941,eng
1905654871,Destined,2011,eng
312383282,Finger Lickin' Fifteen,2009,eng
61177598,Women,1978,eng
451200810,North and South,1982,eng
044101819X,Silver Borne,2010,eng
752858491,The Bourne Ultimatum,1990,eng
6486010,Fool's Errand,2001,eng
399167838,The Young Elites,2014,eng
515126772,Jewels of the Sun,1999,eng
140449337,Τὰ εἰς ἑαυτόν ,180,eng
078684907X,Peter and the Starcatchers,2004,eng
143036556,Collapse: How Societies Chose to Fail or Succeed,2004,eng
679735909,Possession,1990,eng
1423102282,Revelations,2008,eng
425143325,Without Remorse,1993,eng
1566195764,Die Traumdeutung,1899,eng
671685635,Ghost Story,1979,eng
64410153,The Penultimate Peril,2005,eng
076790382X,Notes from a Big Country,1998,eng
64410161,The End,2006,eng
143035746,The Liars' Club: A Memoir,1995,eng
193700788X,Dead Ever After,2013,eng
000712774X,The Illustrated Man,1951,eng
374104093,Annihilation,2014,eng
60775823,The Runaway Bunny,1942,eng
553805371,The Grand Design,2010,eng
385517238,The Innocent Man,2006,eng
452277752,The Bachman Books,1985,eng
812551494,Soul of the Fire,1999,eng
1590514637,Das Herzenhören,2002,eng
1857231384,Consider Phlebas,1987,eng
671646788,The Magic of Thinking Big,1959,eng
345434803,The Vampire Armand,1998,eng
6479901,A Storm of Swords: Part 1 Steel and Snow,2000,eng
140382623,Le avventure di Pinocchio,1883,eng
054762834X,Grave Mercy,2012,eng
802131786,Tropic of Cancer,1934,eng
60393491,The Hour I First Believed,2007,eng
61997811,Harry Potter: Film Wizardry,2010,eng
1600964338,Смерть Ивана Ильича,1886,eng
142000701,Travels with Charley: In Search of America,1962,eng
145161747X,The Dovekeepers,2011,eng
553804693,The Republic of Thieves,2013,eng
1903434777,Herr der Diebe,2000,eng
1444778536,World After,2013,eng
553804804,Brother Odd,2006,eng
451208641,Black Like Me,1960,eng
385517882,Snuff,2008,eng
446692654,Jack & Jill,1996,eng
1400076196,Saturday,2005,eng
345466608,When the Bough Breaks,1985,eng
446364495,The Bridges of Madison County,1992,eng
593057058,Gone Tomorrow,2009,eng
385735294,The Sorceress,2009,eng
805090037,Bring Up the Bodies,2012,eng
545060397,The Maze of Bones ,2008,eng
28610105,How to Cook Everything: Simple Recipes for Great Food,1998,eng
316003727,"The Twilight Collection (Twilight, #1-3)",2007,eng
486234118,Über das Geistige in der Kunst,1912,eng
743453255,Forrest Gump,1986,eng
679720227,La Chute,1956,eng
1842430246,Even Cowgirls Get the Blues,1976,eng
375757856,The Moonstone,1868,eng
224081187,On Chesil Beach,2007,eng
751530484,Point of Origin,1998,eng
618062416,"Sarah, Plain and Tall",1985,eng
60735414,Bloodsucking Fiends,1995,eng
159285849X,The Gifts of Imperfection,2010,eng
1423102266,The Van Alen Legacy ,2009,eng
670175919,Blueberries for Sal,1948,eng
743289412,Lisey's Story,2006,eng
1451695195,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife,2012,eng
61092193,Men at Arms,1993,eng
743291476,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,2007,eng
553381660,The Valley of Horses,1982,eng
525953485,Six Years,2013,eng
192750976,Ramona the Pest,1968,eng
1416974512,"Night World, No. 2",2008,eng
375713344,Geek Love,1989,eng
015602764X,,-401,eng
156004801,All the King’s Men,1946,eng
553375938,Girls in Pants: The Third Summer of the Sisterhood,2005,eng
525950125,The Woods,2007,eng
1841492612,New Spring,2004,eng
1501115065,Min mormor hälsar och säger förlåt,2013,eng
141659518X,American Assassin,2010,eng
1592407331,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2012,eng
316243914,Burial Rites,2013,eng
1573229725,Fingersmith,2002,eng
679731148,A Year in Provence,1989,eng
763625892,The Miraculous Journey of Edward Tulane,2000,eng
670022802,The Last Letter From Your Lover,2008,eng
345298349,Gorky Park,1981,eng
439771277,Out of the Dust,1997,eng
60851988,Queen of Babble,2006,eng
1419705849,The Third Wheel,2012,eng
1405258217,Code Name Verity,2012,eng
1416903542," Burned (Burned, #1)",2006,eng
6472613,Master of the Game,1982,eng
425201449,The Body Farm,1994,eng
60845546,The Boy Next Door (Boy #1),2002,eng
141026286,Shūtur eli sharrī,-1750,eng
61345660,The Luxe,2007,eng
072325804X,The Complete Tales of Beatrix Potter,1986,eng
99771810,American Pastoral,1997,eng
1594634718,Big Magic: Creative Living Beyond Fear,2015,eng
451464397,Skin Game,2014,eng
373772467,The Darkest Night,2008,eng
61474096,Anathem,2008,eng
60852577,The Lacuna,2009,eng
552154288,Hogfather,1996,eng
345435168,Open House,2000,eng
1451661509,The Silver Star,2013,eng
552992097,The Hotel New Hampshire,1981,eng
425204669,The Laughing Corpse,1994,eng
051513628X,"Key of Light (Key Trilogy, #1)",2003,eng
1416950052,Identical,2008,eng
307932230,Smokin' Seventeen,2011,eng
7158505,The Sneetches and Other Stories,1961,eng
3518367064,Demian: Die Geschichte einer Jugend,1919,ger
385333471,"God Bless You, Mr Rosewater or Pearls before Swine",1965,eng
1421505851,スキップ・ビート! 1 ,2002,eng
439249546,Harry Potter Boxed Set Books 1-4,1999,eng
1597801577,The Windup Girl,2009,eng
140436065,,1954,eng
525425632,Isla and the Happily Ever After,2014,eng
441014895,Magic Bites,2007,eng
1400096278,Suite française ,2004,fr
140446745,The Letters of Vincent van Gogh,1914,eng
61020672,Sourcery,1988,eng
1932664122,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",2005,eng
1401204252,Batman: Arkham Asylum - A Serious House on Serious Earth,1989,eng
144242673X,P.S. I Still Love You,2015,eng
1455559822,Memory Man,2015,eng
156512569X,Mudbound,2008,eng
871137380,Black Hawk Down,1999,eng
765376458,A Darker Shade of Magic,2015,eng
385513534,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,2009,eng
385743580,Firefight,2015,eng
1841493139,The Magicians' Guild,2001,eng
385905165,The Necromancer: The Secrets of The Immortal Nicholas Flamel,2010,eng
385340583,61 Hours,2010,eng
439324599,Cut,2000,eng
224064908,George's Marvellous Medicine,1981,eng
1400033837,A Thousand Acres,1991,eng
805080481,The Book of Three,1964,eng
441016154,Cry Wolf,2008,eng
689829531,Olivia,2000,eng
375705856,Plainsong,1999,eng
1560974273,Ghost World,1998,eng
1250006325,Torn,2010,eng
451529693,Отцы и дѣти,1862,eng
884271781,The Goal,1984,eng
670021040,Caleb's Crossing,2011,eng
61284394,Evernight,2008,eng
385340559,Bad Luck and Trouble,2007,eng
452286530,The Jane Austen Book Club,2004,eng
385539703,The Children Act,2014,eng
739377728,Sizzling Sixteen,2009,eng
1841499900,Caliban's War,2012,eng
1452440026,Barely Breathing,2012,eng
147712556,Ἰλιάς ; Ὀδύσσεια,-762,eng
1563893304,Kingdom Come,1996,eng
61120669,Papillon ,1969,eng
1573227889,Tipping the Velvet,1998,eng
031620157X,"The Wishing Spell (The Land of Stories, #1)",2012,eng
1400063973,The 19th Wife,2008,eng
64407314,Monster,1999,eng
345529057,,2011,eng
743493915,Body of Evidence ,1991,eng
60887370,Perfect,2007,eng
1939045010,The Secret of Ella and Micha,2012,eng
345522478,Hounded,2011,eng
743211375,From a Buick 8,2002,eng
553560735,Red Mars,1993,eng
1558611584,The Yellow Wall-paper. A story,1892,eng
515121843,Sea Swept,1998,eng
031607991X,The Blinding Knife,2012,eng
1442435003,Since You've Been Gone,2014,eng
446573647,,2010,eng
399244565,The Icebound Land,2005,eng
61240850,Anybody Out There?,2006,eng
804139296,"Zero to One: Notes on Start Ups, or How to Build the Future",2014,eng
1619636077,Empire of Storms,2016,eng
1593080336,,1843,eng
804188971,What Do You Do?,2014,eng
380789027,Smoke and Mirrors: Short Fiction and Illusions,1998,eng
385333501,Welcome to the Monkey House,1968,eng
671869205,Truman,1992,eng
143034758,Alexander Hamilton,2004,eng
807218731,The Cat in the Hat and Other Dr. Seuss Favorites,2003,eng
140448071,Мёртвые ду́ши,1842,eng
62392174,The Crown,2016,eng
312367481,Tikki Tikki Tembo,1968,eng
1416974504,"Night World, No. 1",2008,eng
1451533969,"Love Unscripted (Love, #1)",2010,eng
446608815,Pop Goes the Weasel,1999,eng
802136834,The Six Wives of Henry VIII,1980,eng
