isbn_13,isbn_10,orig_title,orig_publication_yr,language_code
9.78038E+12,038077352X,Dreaming of You ,1994,eng
9.78038E+12,375758739,Comfort Me with Apples: More Adventures at the Table,2001,eng
9.78068E+12,679601082,John Keats : The Complete Poems,1820,eng
9.78067E+12,671011332,Almost Heaven,1989,eng
9.78014E+12,143017861,Three Day Road,2005,eng
9.78075E+12,752852612,Red Harvest,1929,eng
,,Trust in Me,2013,eng
9.78045E+12,446583146,One Summer,2011,eng
9.78142E+12,1416530711,"Whitney, My Love",1985,eng
9.7808E+12,802132219,Train to Pakistan,1956,eng
9.78174E+12,,Jasper Jones,2009,eng
9.78157E+12,1572245379,The Untethered Soul,2007,eng
9.78159E+12,159448600X,A Brief History of Seven Killings,2014,eng
9.78053E+12,525421556,Hold Still,2009,eng
9.78067E+12,671702513,The Prize,1991,eng
9.78067E+12,067443000X,Le capital au XXIe siècle ,2013,eng
9.78032E+12,316159433,Flyboys: A True Story of Courage,2003,eng
9.78067E+12,067122350X,Eloise,1955,eng
9.78086E+12,857532014,The Screaming Staircase,2013,eng
9.78038E+12,375724672,True History of the Kelly Gang,2000,eng
9.78148E+12,1476740488,One Tiny Lie,2013,eng
9.78045E+12,451523482,The Day of the Locust,1939,eng
9.78068E+12,679747044,Genius: The Life and Science of Richard Feynman,1992,eng
9.78055E+12,553588451,Full Moon Rising,2006,eng
9.78038E+12,375414959,Bridge of Sighs,2007,eng
9.78034E+12,340752483,Winter Solstice,2000,eng
9.78142E+12,1423165993,United We Spy,2013,eng
9.78045E+12,045123054X,"The Morganville Vampires, Volume 1",2009,eng
9.78044E+12,439680093,Raven's Gate,2005,eng
9.78037E+12,374292086,Wolf in White Van,2014,eng
9.78045E+12,449912426,Drei Kameraden,1936,eng
9.78142E+12,1423134494,Bloody Valentine,2010,eng
,,Chrzest ognia,1996,pol
9.78032E+12,316070629,Alex Cross's Trial,2009,eng
9.78003E+12,27436292,King of the Wind: The Story of the Godolphin Arabian,1948,eng
9.78145E+12,1451636016,Waking Up: A Guide to Spirituality Without Religion,2014,eng
9.78019E+12,192835149,"The Call of the Wild, White Fang and Other Stories ",1906,eng
9.78014E+12,140277447,The Rape of Nanking: The Forgotten Holocaust of World War II,1997,eng
9.78067E+12,670020532,Why Evolution Is True,2008,eng
9.78074E+12,743271327,Brokeback Mountain,1997,eng
9.78033E+12,033041335X,Sons of Fortune,2002,eng
9.78037E+12,374266514,Kabalmysteriet,1990,eng
9.78076E+12,762447699,,2013,eng
9.78032E+12,316123404,Surface Detail,2010,eng
,,The Mating,2010,eng
9.78044E+12,440240948,The Gates of Rome,2002,eng
9.78043E+12,425173747,Curtain: Poirot’s Last Case,1975,eng
9.78159E+12,1594480036,Grass for His Pillow ,2003,eng
9.78035E+12,345495934,Swallowing Darkness,2008,eng
,,,2014,eng
9.78055E+12,552144312,,1992,eng
9.7808E+12,080417766X,Aftermath,2015,eng
9.78006E+12,60776250,"Vampireville (Vampire Kisses, #3)",2006,eng
9.78001E+12,7120699,Hercule Poirot's Christmas,1938,eng
,9953320993, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,1979,ara
9.78031E+12,307460207,The Baker's Daughter,2012,eng
,,The Shadows,2015,eng
9.78044E+12,439995442,Captain Underpants and the Attack of the Talking Toilets,1999,eng
9.7808E+12,804137382,Essentialism: The Disciplined Pursuit of Less,2014,eng
9.78074E+12,743249291,Wideacre,1987,eng
9.78014E+12,141311290,,1966,eng
,,If I were you,2012,eng
,,Wethering the Storm,2013,eng
9.78087E+12,872201929,Meditationes de prima philosophia,1641,eng
9.78075E+12,749748001,The Enchanted Wood,1939,eng
,,Forever Black,2013,eng
9.7814E+12,1401340873,Arcadia,2012,eng
9.78031E+12,307444058,Pat the Bunny (Touch and Feel Book),1940,eng
9.78159E+12,1591828783,カードキャプターさくら,1996,eng
9.78006E+12,60525126,Size 14 Is Not Fat Either,2006,eng
,,Defiance,2011,eng
9.78062E+12,061808360X,Gorillas in the Mist,1983,eng
9.78045E+12,451210638,A Case of Need,1968,eng
9.78081E+12,805097457,The Love Affairs of Nathaniel P. ,2013,eng
,,Revealed,2013,eng
,,,2016,eng
9.78031E+12,312374976,Sworn to Silence,2009,eng
9.78043E+12,425256227,Magic Breaks,2014,eng
9.78041E+12,413771008,Чайка,1895,eng
9.7841E+12,4103534257,1Q84 Book 3 [Ichi-kyū-hachi-yon],2010,jpn
9.78033E+12,330418874,Boy Meets Girl,2004,eng
9.78006E+12,60097477,Dancing in my nuddy-pants!,2002,eng
9.78035E+12,345413997,The Door into Summer,1957,eng
9.78032E+12,316011274,Luna,2004,eng
9.7814E+12,1400077915,Runaway,2004,eng
9.78184E+12,1841494186,Matter,2008,eng
,,Leo,2013,eng
9.78039E+12,393310329,Maurice,1971,eng
9.78006E+12,60080841,The Stepford Wives,1972,eng
9.78067E+12,671890913,The Longest Day,1959,eng
9.78006E+12,60584033,Motor Mouth,2006,eng
9.78074E+12,743437349,The Reality Bug,2003,eng
9.78055E+12,553561189,"Mistress of the Empire (The Empire Trilogy, #3)",1992,eng
9.78006E+12,62117181,Defiance,2012,eng
9.78045E+12,448095025,"The Hidden Staircase (Nancy Drew Mystery Stories, #2)",1930,eng
9.78045E+12,449205622,Captains and the Kings,1972,eng
9.78006E+12,62073125,The Fallen Angel,2012,eng
9.78186E+12,185549664X,,2003,eng
25986247522,310247527,One Tuesday Morning,2003,eng
9.78043E+12,425241130,Hit List,2011,eng
9.78041E+12,413772195,Interesting Times,1995,eng
,,The Wall of Winnipeg and Me,2016,eng
9.78039E+12,385341598,The Onion Field,1973,eng
9.78074E+12,743233492,Break No Bones,2006,eng
9.78158E+12,1583334386,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",2011,eng
9.78035E+12,345457714,Broken Angels,2003,eng
9.78039E+12,038533947X,Beyond Reach,2007,eng
9.78202E+12,2020418770,V.,1963,fre
9.78067E+12,671203231,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,1927,eng
9.78001E+12,7162499,"Tatiana and Alexander (The Bronze Horseman, #2)",2006,eng
9.78965E+12,9645571766,Ansichten eines Clowns,1963,per
9.78006E+12,60531231,When He was Wicked,2004,eng
9.78069E+12,689839057,Among the Betrayed,2002,eng
9.7804E+12,399154302,Spook Country,2007,eng
9.78069E+12,069109750X,易 [Yì],-750,eng
9.78142E+12,1419151126,The Thirty-Nine Steps,1915,eng
9.78031E+12,307267679,Blue Nights,2011,eng
9.78077E+12,765312182,Blindsight,2006,eng
9.78014E+12,140447601,De la démocratie en Amérique,1835,eng
9.78044E+12,440220459,Drop Shot,1996,eng
9.78032E+12,316016659,"The Lake of Souls (Cirque Du Freak, #10)",2002,eng
,,Find You in the Dark,2012,eng
9.7804E+12,399155430,The School of Essential Ingredients,2009,eng
9.78147E+12,1466266732,,2011,eng
9.78001E+12,7271212,Azincourt ,2008,eng
9.78226E+12,2264022442,Paddy Clarke Ha Ha Ha,1993,eng
9.78045E+12,449911594,Dinner at the Homesick Restaurant,1982,eng
9.78067E+12,671729446,Heaven,1985,eng
9.78044E+12,439545307,"Charlie Bone and the Hidden King (The Children of the Red King, # 5)",2006,eng
9.7801E+12,99461889,Money,1984,eng
9.7816E+12,1600100295,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),1989,eng
9.78076E+12,755334434,His Last Bow: Some Reminiscences of Sherlock Holmes,1917,eng
9.78001E+12,000710653X,Charmed Life ,1977,eng
9.78014E+12,140436111,The Posthumous Papers of the Pickwick Club,1837,eng
9.78031E+12,307377040,Netherland,2008,eng
9.78045E+12,446556823,Ecstasy Unveiled,2010,eng
9.78037E+12,374280967,The Uncommon Reader ,2007,eng
9.78081E+12,805210644,Amerika,1927,eng
9.78097E+12,971977550,30 Days of Night,2001,eng
9.78006E+12,60827696,Sunset,2006,eng
9.78977E+12,,النبطي,2010,ara
9.78157E+12,1565126297,When She Woke,2011,eng
9.78045E+12,446321214,The Naked Face,1970,eng
9.78006E+12,60096152,Princess in Training,2006,eng
9.78045E+12,446556815,Sin Undone,2010,eng
9.78157E+12,1570625190,The Tao of Physics: An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,1975,eng
9.7813E+12,,,2013,eng
9.78037E+12,374104115,Acceptance,2014,eng
,,Lady Luck,2011,eng
9.78055E+12,545140315,The Lonely Hearts Club,2010,eng
9.78074E+12,074347418X,Ransom,1999,eng
9.78001E+12,7120818,The Big Four,1927,eng
9.78001E+12,7119305,Peril at End House,1932,eng
9.78086E+12,857522817,Disclaimer,2015,eng
9.78006E+12,62240080,,2012,eng
9.78055E+12,547577532,Il cimitero di Praga,2010,eng
9.7814E+12,1400069262,Beatrice and Virgil,2010,eng
9.78157E+12,1569319022,シャーマンキング 1,1998,eng
9.78019E+12,192861891,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",1994,eng
9.78039E+12,393318486,How the Mind Works,1997,eng
,,,2013,eng
9.78031E+12,310266289,Leaving,2011,eng
9.78014E+12,142003239,Live and Let Die,1954,eng
9.78087E+12,087220605X,Utilitarianism,1861,eng
9.78144E+12,1442444924,Winger,2013,eng
9.78038E+12,380732238,Junk,1996,eng
9.78031E+12,312375069,容疑者Xの献身 [Yōgisha X no kenshin],2005,eng
9.78081E+12,807218987,Charlie Bone and the Time Twister ,2003,eng
9.78843E+12,8433972618,Porno,2005,it
9.78044E+12,439545269,"Charlie Bone and the Invisible Boy (The Children of the Red King, # 3)",2004,eng
9.78032E+12,316036226,Worst Case,2010,eng
9.78045E+12,451209303,The Unlikely Spy,1996,eng
9.78006E+12,006128887X,"Royal Blood (Vampire Kisses, #6)",2009,eng
9.78157E+12,1571741038,"Conversations with God, an uncommon dialogue, book 3",1996,eng
9.7811E+12,1101875100,M Train,2015,eng
9.78006E+12,60786469,Love Medicine,1984,eng
9.7816E+12,1599900572,"Dragon Slippers (Dragon Slippers, #1)",2006,eng
9.7804E+12,399173595,The Princess Diarist,2016,eng
9.78086E+12,085707685X,Tales From a Not-So-Graceful Ice Princess,2012,eng
9.78142E+12,1416979182,Gone ,2010,eng
9.7814E+12,1401203140,Pride of Baghdad,2006,eng
9.78208E+12,2081354802,Soumission ,2015,fre
9.78035E+12,345479718,Woken Furies,2005,eng
9.78939E+12,9385152149,,2015,eng
9.78032E+12,316074152,Blameless,2010,eng
9.78006E+12,61053716,Imajica,1991,eng
9.78006E+12,60891548,On Writing Well: The Classic Guide to Writing Nonfiction,1976,eng
9.78006E+12,60724277,I'm OK-You're OK,1967,eng
9.78035E+12,345441702,The Sicilian,1984,eng
9.78043E+12,425256766,Fire Touched,2016,eng
9.78075E+12,752876813,The Copper Beech,1992,eng
9.78031E+12,312370156,The Compound,2008,eng
9.78075E+12,749311614,The Covenant,1980,eng
9.78225E+12,2253140872,L’écume des jours,1947,fre
9.78144E+12,1442422017,The Pledge,2011,eng
,,,2013,eng
9.78084E+12,843956534,Dark Desire,1999,eng
9.78006E+12,62071076,Fragments,2013,eng
9.78006E+12,62068520,A Rogue by Any Other Name,2012,eng
9.78006E+12,60638508,Sein und Zeit,1927,eng
9.78068E+12,684822761,In Our Time,1925,eng
9.78006E+12,60974990,Savage Inequalities: Children in America's Schools,1991,eng
9.78014E+12,014132502X,The Enemy,2009,eng
9.78031E+12,312997116,As The Crow Flies,1990,eng
9.78032E+12,316252905,Jamaica Inn,1935,eng
9.78006E+12,60531827,Airborn,2004,eng
9.78044E+12,440167361,,1971,eng
,,The English Spy,2015,eng
9.78006E+12,006202468X,Wildwood,2011,eng
9.7801E+12,99468387,The Cement Garden,1978,eng
9.78055E+12,553561405,Serpent Mage,1992,eng
9.78142E+12,1416535071,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,2006,eng
,,The Bet,2013,eng
9.78006E+12,61930059,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,2010,eng
9.7814E+12,1400066336,The Descendants,2007,eng
,,,2016,eng
9.78035E+12,345496205,Kitchen no Ohimesama,2005,eng
9.7801E+12,99416425,Lust for Life: A Novel of Vincent Van Gogh,1934,eng
9.78045E+12,451462807,Skinwalker,2009,eng
9.78006E+12,60564652,Hissy Fit,2004,eng
9.78014E+12,143036424,The Cold Dish,2004,eng
9.78014E+12,142301515,Crown Duel ,1997,eng
9.78037E+12,374529604,The Poetry of Pablo Neruda,1974,eng
9.78045E+12,452283205,Falling Angels,2001,eng
9.78161E+12,1606841750,Monsters,2011,eng
9.78049E+12,486444074,Lady Susan,1871,eng
,,,2013,eng
9.78074E+12,743484363,Remember Me ,1994,eng
9.78045E+12,446354678,Memories of Midnight,1990,eng
9.78014E+12,140089225,The Bone People,1984,eng
9.78006E+12,60728272,Wolf Brother,2004,eng
9.78036E+12,356502023,The Crimson Campaign,2014,eng
9.78032E+12,316246573,The Universe Versus Alex Woods,2013,eng
9.78142E+12,1416927883,"Stormy, Misty's Foal",1963,eng
9.78038E+12,380776847,"Heaven, Texas",1995,eng
9.78043E+12,425067947,The Murder on the Links,1923,eng
9.78087E+12,871404028,High-Rise,1975,eng
9.78142E+12,1421270536,Der Antichrist,1888,eng
9.78044E+12,441094996,The Cat Who Walks through Walls,1985,eng
9.78843E+12,843391426X,Hollywood,1989,eng
9.78075E+12,752885170,Dexter by Design,2008,eng
9.78035E+12,345915623,A Son of the Circus,1994,eng
9.78075E+12,751525677,,1982,eng
9.78045E+12,446602213,"Morning, Noon & Night",1995,eng
9.78043E+12,425210731,Memory in Death ,2006,eng
9.78016E+12,156949601,The Waves,1931,eng
9.78039E+12,385516401,The Nine: Inside the Secret World of the Supreme Court,2007,eng
9.78045E+12,452297036,The Violets of March,2011,eng
9.78031E+12,307593916,엄마를 부탁해,2008,eng
9.78053E+12,525421351,Tenth Grade Bleeds,2009,eng
9.78006E+12,60827882,Trinity: A Novel of Ireland,1976,eng
9.78039E+12,394800028,The Cat in the Hat Comes Back,1958,eng
9.7807E+12,702229784,Oscar and Lucinda,1988,eng
9.78045E+12,451527542,Up from Slavery,1900,eng
9.7804E+12,399154221,The Secret Servant,2007,eng
2.94001E+12,,Hearts In Darkness,2011,eng
9.78075E+12,752866052,Astérix le Gaulois,1960,eng
9.78159E+12,1589190637,"A Light in the Window (The Mitford Years, #2)",1995,eng
9.78146E+12,1455574880,The Forever of Ella and Micha,2013,eng
9.78006E+12,006074457X,Dawn,2005,eng
9.78035E+12,034546639X,All I Really Need To Know I Learned in Kindergarten,1986,eng
9.78031E+12,312981260,Temple,1999,eng
9.78079E+12,786837888,Peter and the Secret of Rundoon,2007,eng
9.78077E+12,767915747,Holy Cow: An Indian Adventure,2002,eng
9.78035E+12,034549749X,Kraken: An Anatomy,2010,nl
9.78184E+12,184391400X,Le Mur,1939,eng
9.78001E+12,7466064,A Dance With Dragons: Part 1 Dreams and Dust,2011,eng
9.78034E+12,340796146,Five on a Treasure Island ,1942,eng
9.78084E+12,836213122,There's Treasure Everywhere: A Calvin and Hobbes Collection,1996,eng
,,,2013,eng
9.78039E+12,393068579,Stitches: A Memoir,2009,eng
9.78059E+12,590554107,Daja's Book,1998,eng
9.78035E+12,345419359,All the Weyrs of Pern,1991,eng
,,Beautiful Sacrifice,2015,eng
9.78035E+12,345481305,Black Powder War,2006,eng
9.78142E+12,1416503811,Heartbreaker,2000,eng
9.78059E+12,590554115,Briar's Book,1999,eng
9.78038E+12,380710811,The First Man in Rome,1990,eng
9.78067E+12,067102731X,Every Dead Thing,1999,eng
9.78014E+12,014101587X,The Confessor,2003,eng
9.78031E+12,312547730,The Walking Dead: Rise of the Governor,2011,eng
9.78079E+12,786929804,The Thousand Orcs (Hunter's Blades #1),2002,eng
9.78081E+12,812996089,Miller's Valley,2016,eng
9.7808E+12,080213422X,,1965,eng
9.78075E+12,752876872,The Glass Lake,1994,eng
9.78047E+12,465028020,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,2005,eng
9.78159E+12,1594567395,The Masque of the Red Death,1842,eng
9.78035E+12,345496574,The Evolutionary Void,2009,eng
9.78142E+12,1416989404,The Forbidden Game,1997,eng
9.78142E+12,1416953558,Perfect You,2008,eng
9.78045E+12,452269652,Jazz,1992,eng
9.78032E+12,316735167,You're the one that I want,2004,eng
9.78081E+12,810114844,Двенадцать стульев,1927,eng
9.78156E+12,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),1997,eng
9.78032E+12,316231053,The Fever,2014,eng
9.78076E+12,763631620,The Gift,2002,eng
9.78044E+12,441010652,Something from the Nightside,2003,eng
9.78074E+12,740718584,,2006,eng
9.78001E+12,6178715,The Stars Shine Down,1992,eng
9.78081E+12,811826848,The Beatles Anthology,2000,eng
9.78006E+12,61707803,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,2010,eng
9.78032E+12,316911488,You Know You Love Me,2002,eng
9.78144E+12,1442402849,Night World: The Ultimate Fan Guide.,2009,eng
9.78069E+12,688040748,A Chair for My Mother ,1982,eng
9.78035E+12,349103232,The Crow Road,1992,eng
9.78088E+12,880386525,Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition),1985,fr
9.78159E+12,1590521676,Boy Meets Girl: Say Hello to Courtship,2000,eng
2.94015E+12,,Reasonable Doubt,2014,eng
9.78037E+12,374299102,Home,2008,eng
,,,2013,eng
9.78148E+12,1476751803,Sweet Filthy Boy ,2014,eng
9.78052E+12,521293731,The Winter's Tale,1600,eng
9.78141E+12,1405088834,The Temporal Void,2008,eng
9.78161E+12,1607069466,"Sex Criminals, Volume One: One Weird Trick",2014,eng
9.78084E+12,842361936,The Rising : Antichrist is Born : Before They Were Left Behind,2003,eng
9.78038E+12,375990690,Teardrop,2013,eng
9.7804E+12,399156399,The Scarpetta Factor ,2009,eng
9.78037E+12,374384738,The Winner's Kiss,2016,eng
,,,2013,eng
9.78035E+12,345382846,Here be Dragons,1985,eng
9.7814E+12,1400045371,Loving What Is: Four Questions That Can Change Your Life,2002,eng
9.78006E+12,60521228,The Whipping Boy,1986,eng
9.78178E+12,1781106282,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies",2016,eng
9.78045E+12,448445867,"Nancy Drew Complete Series Set, Books 1-64",,eng
9.78159E+12,1593080786,Pygmalion and Three Other Plays,2004,eng
9.78035E+12,345477367,,2006,eng
9.78006E+12,61976792,The Last Little Blue Envelope,2011,eng
9.78068E+12,684813785,The Making of the Atomic Bomb,1986,eng
31809014745,842319476,Unveiled: Tamar (Lineage of Grace #1),2000,eng
9.78156E+12,1559360739,,1993,eng
9.78033E+12,033034837X,The Third Twin,1996,eng
9.78077E+12,765340771,Dune: The Butlerian Jihad,2002,eng
9.78039E+12,385491743,The 80/20 Principle: The Secret to Success by Achieving More with Less,1950,eng
9.78039E+12,385152132,The Complete Poetry & Prose of William Blake,1965,eng
9.78039E+12,385542070,Nutshell,2016,eng
9.78142E+12,1421501694,デスノート #2 (Desu Nōto) Gōryū (合流),2004,eng
9.78157E+12,1569714983,Akira 1,1984,eng
9.78074E+12,074326603X,Imperium,2006,eng
9.78039E+12,394743253,The Sportswriter,1986,eng
9.78044E+12,439703700,Grim Tuesday,2004,eng
9.78272E+12,272346783X,Le bleu est une couleur chaude,2010,fre
9.78032E+12,316353299,Blue Highways: A Journey into America,1982,eng
9.78035E+12,345485599,Breathing Lessons,1988,eng
9.78052E+12,517206064,Selected Poems of Emily Dickinson,1890,eng
9.78088E+12,884944441,The Miracle of Forgiveness,1969,eng
9.78035E+12,345516109,Juliet,2010,eng
9.78037E+12,373775490,"The Darkest Secret (Lords of the Underworld, #7)",2011,eng
9.78031E+12,307594173,God Help the Child,2014,eng
9.78159E+12,1593079788,"The Umbrella Academy, Vol 1: The Apocalypse Suite",2007,eng
9.78194E+12,1937053571,,2013,eng
,,,2012,eng
9.78031E+12,307406105,Infected,2008,eng
9.78037E+12,374351384,This Song Will Save Your Life,2013,eng
9.78014E+12,014006690X,The Women of Brewster Place,1982,eng
9.78079E+12,785190228,"Ms. Marvel, Vol. 2: Generation Why",2015,eng
9.7808E+12,800758188,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,1984,eng
9.78144E+12,1442440759,Burn for Burn,2012,eng
9.78142E+12,1416571760,The Greater Journey: Americans In Paris,2011,eng
9.78014E+12,142002429,The Broom of the System,1987,eng
9.78043E+12,425226743,Practice Makes Perfect,2009,eng
9.78044E+12,439700930,The Dark Hills Divide,2003,eng
9.78006E+12,62284835,Fracture Me,2013,eng
9.78032E+12,031623107X,You Will Know Me,2016,eng
9.78035E+12,345363132,The Sunne in Splendour,1982,eng
9.78057E+12,571169341,Arcadia,1993,eng
9.78055E+12,552142743,The MasterHarper of Pern,1998,eng
9.78038E+12,375424040,The Drunkard's Walk: How Randomness Rules Our Lives,2008,eng
9.78043E+12,425206866,"Shakespeare's Landlord (Lily Bard, #1)",1996,eng
9.78162E+12,1620610086,Shadows,2012,eng
9.78142E+12,141699176X,Pathfinder,2010,eng
9.78045E+12,451456734,Queen of the Darkness,2000,eng
9.78043E+12,425240169,A Lot Like Love,2011,eng
9.78055E+12,553154346,Big Red,1945,da
9.78035E+12,345427637,The Angel of Darkness,1997,eng
9.78001E+12,7466072,A Dance With Dragons: Part 2 After The Feast,2011,eng
9.78031E+12,307119394,I Was So Mad (Look-Look),1983,eng
9.78031E+12,312422288,Sellevision,2000,eng
9.78031E+12,031298166X,Crooked House,1949,eng
9.78001E+12,000675399X,The Sword in the Stone,1938,eng
9.78044E+12,439498821,Finding Cassie Crazy,2003,eng
9.78031E+12,307962520,Prince Lestat,2014,eng
9.78055E+12,553280511,The Blue Castle,1926,eng
9.78001E+12,7284977,The Gift,2008,eng
9.78093E+12,930289226,"The Saga of the Swamp Thing, Vol 20 - 27",1983,eng
9.78035E+12,345438205,3001: The Final Odyssey,1997,eng
9.78001E+12,7120982,The Mirror Crack'd from Side to Side,1962,eng
9.78044E+12,440245265,Shades of Midnight,2009,eng
9.78006E+12,62117378,Pivot Point,2013,eng
9.7814E+12,1400031524,Hundarna i Riga,1992,eng
9.78039E+12,385352875,The Water Knife,2015,eng
9.7804E+12,399150862,The Cove,1996,eng
9.78075E+12,752816993,The Monkey's Raincoat,1987,eng
9.78032E+12,316955108,The Caine Mutiny,1951,eng
9.78144E+12,1442474289,,2014,eng
9.78075E+12,753820331,The neon rain,1987,eng
9.78038E+12,375700188, De Imitatione Christi,1418,eng
9.78148E+12,1481060953,,2012,eng
9.78163E+12,163215711X,"Saga, Volume Six",2016,eng
9.7814E+12,1401324029,Naked Heat,2010,eng
9.78067E+12,671722921,,1589,eng
9.78006E+12,61670855,,2008,eng
9.78044E+12,439568404,Night of the Living Dummy,1993,eng
9.78045E+12,449208060,Shall We Tell the President?,1977,eng
9.78043E+12,425230155,"Grave Secret (Harper Connelly, #4)",2009,eng
9.78014E+12,140260706,Equus : a play,1973,eng
9.78032E+12,316201545,The Enchantress Returns,2013,eng
9.78055E+12,553582755,One Door Away from Heaven,2001,eng
9.78031E+12,312605390,Love in the Afternoon,2010,eng
9.78006E+12,60891270,Attack of the Fiend (The Last Apprentice #4),2007,eng
,,The Marriage Trap,2012,eng
9.78067E+12,671796666,The Jordan Rules,1992,eng
9.78031E+12,307381757,The Heretic Queen,2008,eng
9.78069E+12,689823959,I Have Lived A Thousand Years: Growing Up In The Holocaust,1997,eng
9.78053E+12,052595192X,Secrets to the Grave,2010,eng
9.7816E+12,1596435704,Prized,2011,eng
9.78035E+12,345318854,With a Tangled Skein,1985,eng
9.78155E+12,1551113813,The Good Soldier,1915,eng
9.78141E+12,1411608313,Day by Day Armageddon,2004,eng
9.78055E+12,553269828,Sundiver,1980,eng
9.78157E+12,1569472025,Moab Is My Washpot,1997,eng
9.78099E+12,099050560X,Hardline,2014,eng
9.78043E+12,425214435,Eyes of Prey,1991,eng
9.78055E+12,545298415,,2012,eng
9.78006E+12,60776242,"Kissing Coffins (Vampire Kisses, #2)",2005,eng
9.78045E+12,446556246,WAR,2010,eng
9.78144E+12,1442413336,Where Things Come Back,2011,eng
9.78001E+12,7162219,Big Bang: The Origin of the Universe,2004,eng
9.7814E+12,1401201180,"The League of Extraordinary Gentlemen, Vol. 2",2003,eng
9.7819E+12,1904910033,You Can Win,1998,eng
9.7804E+12,399256199,The Outcasts,2011,eng
9.78085E+12,847829863,Storia della bruttezza,2007,it
9.78159E+12,1591163277,名探偵コナン 1,1994,eng
9.78006E+12,60652942,The Abolition of Man,1943,eng
9.78157E+12,1569319049,Yu Yu Hakusho,1990,eng
9.78006E+12,60758287,Shaman's Crossing,2005,eng
9.78045E+12,446694533,Gods in Alabama,2005,eng
9.78015E+12,015205085X,"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy",2002,eng
9.7815E+12,1501135910,Shoe Dog: A Memoir by the Creator of Nike,2016,eng
9.78043E+12,425204189,"Survivor in Death (In Death, #20)",2005,eng
9.78067E+12,067031255X,Figure Drawing for All It's Worth (How to draw and paint),1943,eng
9.78055E+12,553381571,The Water is Wide,1969,eng
9.78043E+12,425197387,Iceberg,1974,eng
9.78075E+12,751507954,The Authoritative Calvin and Hobbes,1990,eng
9.78074E+12,743234413,Cloudstreet,1991,eng
9.78084E+12,843955430,The Girl Next Door,1989,eng
9.78067E+12,671732498,A Separate Reality,1968,eng
9.7814E+12,1400078377,Out  アウト,1997,eng
9.78006E+12,64404455,Tom's Midnight Garden,1958,eng
,,Murder of Crows,2014,eng
9.78144E+12,1442494786,,2013,eng
9.78007E+12,72434171,Pilgrim at Tinker Creek,1974,eng
9.78999E+12,9993911550,The Courts of Chaos,1978,eng
9.78031E+12,307719219,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty ",2012,eng
9.78006E+12,006078721X,El Zorro,2005,eng
9.78045E+12,451530306,The Rainbow,1915,eng
9.78044E+12,439405572,The Capture,2003,eng
9.78031E+12,307272702,Why We Get Fat: And What to Do about It,2010,eng
9.7804E+12,399154485,T is for Trespass ,2007,eng
9.78014E+12,143036491,The Great Influenza: The Epic Story of the Deadliest Plague in History,2004,eng
9.78083E+12,082546207X,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,2000,eng
9.78043E+12,425268780,Prince of Fools,2014,eng
9.78014E+12,142437298,Herzog,1964,eng
9.78147E+12,147111810X,UnSouled,2013,eng
9.78081E+12,807012394,The Miracle of Mindfulness: A Manual on Meditation,1975,eng
9.78034E+12,340739304,The Face Of Deception,1998,eng
9.78006E+12,60958332,The Language Instinct: How the Mind Creates Language,1994,eng
9.78142E+12,142150605X,"Black Cat, Volume 1",2001,eng
9.78032E+12,316097772,Dare Me,2012,eng
9.78045E+12,451234871,Last Breath,2011,eng
9.78006E+12,,عمارة يعقوبيان,2002,eng
9.78031E+12,312426216,Pardonable Lies,2005,eng
9.78158E+12,1582349231,"The Frog Princess (The Tales of the Frog Princess, #1)",2002,eng
9.78014E+12,143104403,Twelve Angry Men (Penguin Classics),1954,eng
9.7814E+12,1401223036,Batman: Whatever Happened to the Caped Crusader?,2009,eng
9.78006E+12,61997161,The Pioneer Woman: Black Heels to Tractor Wheels,2011,eng
9.78143E+12,142640607X,Babbitt,1922,mt
9.78068E+12,679736328,Suttree,1979,eng
9.78006E+12,61689424,"Love Bites (Vampire Kisses, #7)",2010,eng
9.78142E+12,1416950737,sTORI Telling,2008,eng
9.78031E+12,307377903,The Righteous Mind: Why Good People Are Divided by Politics and Religion,2012,eng
9.78044E+12,439700884,Lady Friday,2007,eng
9.78185E+12,1849234752,Rock Chick Rescue,2009,eng
9.78161E+12,1613772270,Clockworks,2013,eng
9.78032E+12,316002569,Every Soul A Star,2008,eng
