isbn13,author
9780007119330,['Agatha Christie']
9780446580300,"['Douglas Preston', 'Lincoln Child']"
9780446540340,['Christopher Hitchens']
9780156029060,"['Umberto Eco', 'William Weaver', 'R.C.S. Libri']"
9780505523890,['Christine Feehan']
,['Steve Berry']
9781853262430,['William Shakespeare']
9780425098080,['Robert Graysmith']
9780743287200,['John le Carré']
9780446699490,['David Baldacci']
9781563054430,['Sandra Boynton']
9781451686630,['Lisa Lutz']
,['Abbi Glines']
9780812524260,['Orson Scott Card']
9780810918690,['Graeme Base']
9781555838540,['Leslie Feinberg']
9781423175120,['Jennifer L. Armentrout']
9780743421930,['Iain M. Banks']
9780375866680,['Wendelin Van Draanen']
,['C.J. Roberts']
9781585424800,['Dean Karnazes']
9780385349580,['Robert   Harris']
9780385535370,['Hampton Sides']
9780142408780,['Judy Blume']
9780451233550,['Rachel Caine']
9780340841130,['Alexandra Potter']
9781420100970,['Richelle Mead']
9781600108860,"['Joe Hill', 'Gabriel Rodríguez']"
9780061345720,['Anna Godbersen']
9781250024630,['Ann Aguirre']
9781905490200,['Rajaa Alsanea']
9780446616420,['Carrie Vaughn']
9780375706420,['Ha Jin']
9781421808310,['George Orwell']
9780755300200,"['James Patterson', 'Andrew Gross']"
9780140065180,['Judith Guest']
9781596436590,"['Cory Doctorow', 'Jen Wang']"
9780749909220,['Sherrilyn Kenyon']
9783704313170,['Alexandre Dumas']
9781595140840,['Scott Westerfeld']
9780763630160,['Alison Croggon']
9781595142900,"['Lili St. Crow', 'Lilith Saintcrow']"
9780811202050,['Dylan Thomas']
9781476145390,['Kristen Ashley']
9781849163840,['Peter  May']
9780060562530,['Lisa Kleypas']
9780758216430,['Richelle Mead']
9780786913890,['R.A. Salvatore']
9780345501040,"['Jerome Lawrence', 'Robert E.  Lee']"
9780312274920,['Tony Hawks']
9780385738590,['Carrie Ryan']
9780316040860,"['Pseudonymous Bosch', 'Gilbert Ford']"
9780553214830,['Founding Fathers']
9780765317510,['Gary Jennings']
9780765379950,['Charlie Jane Anders']
9780440227500,['Gary Paulsen']
9780375833650,['Juliet Marillier']
9780425083900,['Clive Barker']
,['Amy A. Bartol']
9780451208700,['Ken Follett']
9780515142910,['Nora Roberts']
9780425176310,"['J.D. Robb', 'Nora Roberts']"
9780399154010,['J.D. Robb']
9780152050850,['Jean Ferris']
9780743467220,['Julie Garwood']
9780385344050,['Alan Bradley']
9780451526570,['Joseph Conrad']
9780316201640,"['J.J. Abrams', 'Doug Dorst']"
9780060875080,"[""Heather O'Neill""]"
,['Chanda Hahn']
9781442409100,['Lauren DeStefano']
9781250014470,['Darynda Jones']
9780785113800,"['Brian K. Vaughan', 'Adrian Alphona']"
9780786931380,['Richard A. Knaak']
9780316778500,['Carolyn  Parkhurst']
9780439436570,['Garth Nix']
9781400033720,['Michio Kaku']
9780849901810,['Max Lucado']
,['Amanda Hocking']
9780553381150,['Ina May Gaskin']
9789381626690,['Ashwin Sanghi']
9780802151830,['Henry Miller']
9781419953250,['Katherine Allred']
9780425195180,['Dale Brown']
9781582433230,['Miriam Toews']
9781416914180,['D.J. MacHale']
9780340881540,['Robert Muchamore']
9780143035080,['Jan Karon']
9780765316550,['Steven Erikson']
9780441014160,['Charles Stross']
9780316012330,['Darren Shan']
9780545040600,['Meg Cabot']
9781400031570,"['Henning Mankell', 'Steven T. Murray']"
,['Abbi Glines']
9780307970380,['Rachel Maddow']
9780547959210,['Joelle Charbonneau']
9780446531380,['Dean Koontz']
9780802135220,['Jeanette Winterson']
9781400096930,['Don Winslow']
9780062347270,"['Stephanie Dray', 'Laura Kamoie']"
9780061957930,['Kim Harrison']
9780441017800,['Ilona Andrews']
9780689856400,['Cynthia Kadohata']
,['Pittacus Lore']
9780670037730,['Jasper Fforde']
9781401225650,"['Mike Carey', 'Bill Willingham', 'Peter Gross']"
9780224061640,['Salman Rushdie']
9789380349300,['Preeti Shenoy']
9780679724700,"['Michel Foucault', 'Robert Hurley']"
9780743271190,['Brad Thor']
9781598184550,['Jules Verne']
9780842332360,"['Tim LaHaye', 'Jerry B. Jenkins']"
9780375507490,"['Steven Naifeh', 'Gregory White Smith']"
9780670038720,['Jasper Fforde']
9780375760910,['Laurie Notaro']
9780062320060,['Daniel Silva']
9780802715170,['Ross King']
9780062265980,['Wendy Higgins']
9780553384820,['Elizabeth  George']
9780743474180,['Judith McNaught']
9781594480870,['Lian Hearn']
9780060737560,['Michael Thomas Ford']
9780345498120,['David Nicholls']
9780192838440,"['Alexandre Dumas', 'David Coward', 'Auguste Maquet']"
9780140115860,['Paul Auster']
9780553573250,"['Margaret Weis', 'Tracy Hickman']"
9781593070950,['Mike Mignola']
9781442407690,['Lisa McMann']
9781933718550,['Mike Mullin']
9780991140220,['Kim Holden']
9781841954810,['Michel Faber']
9780449208280,['Dorothy Gilman']
9781455525840,"['Douglas Preston', 'Lincoln Child']"
9781841496050,['Karen Miller']
9783453162890,"['Christiane F.', 'Kai Hermann', 'Horst Rieck']"
9780345346290,['Carl Sagan']
9780340884360,['Robert Muchamore']
9780373210060,['Maria V. Snyder']
9781603093000,"['John             Lewis', 'Andrew Aydin', 'Nate Powell']"
9780374504650,"[""Flannery O'Connor"", 'Robert Fitzgerald']"
9780312938830,['Sherrilyn Kenyon']
9780671020830,['Hugh Laurie']
9780143039660,"['R.K. Narayan', 'Jhumpa Lahiri']"
9780062457740,['Mark Manson']
9780393086930,['James Grady']
9780307263940,['Anne Tyler']
9788756787660,['Jussi Adler-Olsen']
9780142400300,['Brian Jacques']
9780425218430,['Nalini Singh']
9781841591000,['P.G. Wodehouse']
9780330487190,['V.S. Naipaul']
9780718154840,['Stephen Fry']
9780915144860,"['John Locke', 'C.B. Macpherson']"
,['Elizabeth Eulberg']
9780393072230,['Nicholas Carr']
9780446676500,"['Martin Luther King Jr.', 'Clayborne Carson']"
9780743444290,"['Mineko Iwasaki', 'Rande Brown']"
9780060684130,['A.W. Tozer']
9781401360210,"['Sergei Lukyanenko', 'Andrew Bromfield']"
9780765346290,['Douglas Preston']
9780312424080,['Michael Cunningham']
9781401237780,"['Scott Snyder', 'Greg Capullo', 'Jonathan Glapion', 'James Tynion IV', 'Rafael Albuquerque', 'Jason Fabok', 'Becky Cloonan', 'Andy Clarke', 'Sandu Florea']"
9780886773530,['Mercedes Lackey']
9780099595820,['George Saunders']
9780312699450,"['Howard E. Wasdin', 'Stephen Templin']"
9780872206340,"['Plato', 'G.M.A. Grube', 'John M. Cooper']"
9780525453670,['Oscar Wilde']
9781682305060,['Erin Watt']
9780375955720,['Jeanne DuPrau']
9780609807260,['Gordon B. Hinckley']
9780141019090,['Daniel Silva']
9780993800140,['Helena Hunting']
9780758266930,['Jennifer Estep']
9780312595680,['Chevy Stevens']
9780192838630,['John Galsworthy']
9781423111440,['Laurie Faria Stolarz']
9780753819920,"['Jostein Gaarder', 'James Anderson']"
9780425132950,"['Leigh Nichols', 'Dean Koontz']"
9780439829110,['John Marsden']
9780316252970,['Daphne du Maurier']
9780812971680,['Gary Shteyngart']
9780312599060,['Sherrilyn Kenyon']
9780786887580,['George Carlin']
9780751500290,['Bill Watterson']
9780812968380,['Firoozeh Dumas']
9780749934360,"['J.D. Robb', 'Susan Ericksen']"
9780671540660,['Gene Wolfe']
9780316194690,['A.S. King']
9780099465640,['Georgette Heyer']
9780226320620,['Friedrich A. Hayek']
,['Joanna Wylde']
9780385337500,['Diana Gabaldon']
9780375700810,['Norman Mailer']
9780399161480,['Robert Crais']
9781400033450,['Toni Morrison']
9780140320980,['William Pène du Bois']
9780465067110,['Donald A. Norman']
9780439632510,['Margaret Peterson Haddix']
9780007236340,['Cathy Glass']
,['Robert Dugoni']
9780671737630,['Judith McNaught']
9780553381340,['Tom Wolfe']
9781578562590,['Joanna Weaver']
9780763665660,['Leslye Walton']
9780575095780,['Nalini Singh']
9780380842930,['Anna Lee Waldo']
9781599901190,['Gemma Malley']
9780099447120,['Richard Ford']
9781416928060,['Obert Skye']
9781301160820,['Kristen Ashley']
9780849945110,['Ted Dekker']
9780062320220,['Daniel Silva']
9781570089270,['Stephen E. Robinson']
,['Amanda Hocking']
9780385495320,['Simon Singh']
9780451460940,['Karen Chance']
9780446359210,['Dan Simmons']
,['Lori Brighton']
9780440244170,['Karen Marie Moning']
9780786816580,['Avi']
9780345322210,['Piers Anthony']
,['Kylie Scott']
9780312933530,['Jeffrey Archer']
9781401224680,"['J. Michael Straczynski', 'Shane Davis', 'Sandra Hope', 'Barbara Ciardo', 'Rob Leigh']"
9781442440430,['Cassandra Clare']
9780800786650,"['John Foxe', 'W. Grinton Berry']"
9780060009240,['Rachel Gibson']
9780312421850,['Michael Dorris']
9780756405720,['Seanan McGuire']
9780441013460,['Robert Lynn Asprin']
9780340893620,['Catherine Fisher']
9780553567150,['Lurlene McDaniel']
9780671553030,['Tess Gerritsen']
9780764524840,['Mark Bittman']
9781250061780,['Sandy   Hall']
9780307588920,['John Verdon']
9781449461070,['Lang Leav']
9780515137120,['Nora Roberts']
9781590382230,['James L. Ferrell']
9780099268700,['Mark Kurlansky']
9780307265630,['Brian Greene']
9780099478480,"['Graham Greene', 'J.M. Coetzee']"
9780670021150,"['Greg Mortenson', 'Khaled Hosseini']"
9780307264240,['Toni Morrison']
9781453720690,['Kristen Ashley']
9781579126960,['Agatha Christie']
9780747553860,['George Saunders']
9781582408290,"['Robert Kirkman', 'Charlie Adlard', 'Cliff Rathburn']"
9780671655980,['Robert A. Heinlein']
9780062124360,['Lauren Oliver']
9781563896170,"['Garth Ennis', 'Steve Dillon', 'John McCrea']"
9780763619620,['Peter H. Reynolds']
9781599901670,['Shannon Hale']
9780425188930,['Clive Barker']
9780060002110,"['Milan Kundera', 'Linda Asher']"
9781416918740,['Kate Brian']
,['محمد عبد الرحمن العريفي']
9780385340230,['Danielle Steel']
9780553294610,"['William Gibson', 'Bruce Sterling']"
9780062102420,"['Clayton M. Christensen', 'James Allworth', 'Karen Dillon']"
9780763655980,['Jon Klassen']
9782266127740,['Françoise Sagan']
9781402792810,['Corban Addison']
9780575099130,['Alastair Reynolds']
,['Bella Forrest']
9781594561760,['Edgar Allan Poe']
9780886773690,['John Steakley']
9781930900240,"['Astrid Lindgren', 'Ilon Wikland', 'Jill M. Morgan']"
9780749934190,"['J.D. Robb', 'Susan Ericksen']"
,"['Alaa Al Aswany', 'علاء الأسواني']"
9780340830110,['Jojo Moyes']
9780440867580,"['Jacqueline Wilson', 'Nick Sharratt']"
9780425200410,['Evan Wright']
9781101874940,['Hope Jahren']
9780061240880,['Derek Landy']
,['Laurelin Paige']
9780060598330,['Patricia Gaffney']
9780440222680,['Harlan Coben']
9780316156300,['Darren Shan']
9780060935500,['Peter Shaffer']
9780786918120,['R.A. Salvatore']
9780312569040,['Emmy Laybourne']
9780060727220,['Jude Deveraux']
9780307354170,['Martha Stewart']
,['Christina Lauren']
9781408319470,['Teri Terry']
9789799731230,['Pramoedya Ananta Toer']
9780843958450,['Christine Feehan']
9780140187720,"['Jack London', 'Andrew Sinclair']"
9788370541250,['Andrzej Sapkowski']
9780385339520,['Conn Iggulden']
9780692221910,['Brittainy C. Cherry']
9781904271350,"['William Shakespeare', 'David Scott Kastan']"
9781427817420,"['Jinsei Kataoka', 'Kazuma Kondou']"
9780449911940,['John Updike']
9780688163660,['Diana Wynne Jones']
9780553383060,['George R.R. Martin']
9781478314610,['Tara Sivec']
9780451528900,"['Thomas Paine', 'Sidney Hook', 'Jack Fruchtman Jr.']"
9780142002050,['Ian Fleming']
9783746611100,['Émile Zola']
9781442454150,['Richard Paul Evans']
9780743417330,['Clive Barker']
9780307356370,['Tom Perrotta']
9780812541620,['David Farland']
,"['Cassandra Clare', 'Sarah Rees Brennan']"
9782290011160,['Alan Dean Foster']
9781456527730,['J.M. Darhower']
9780425270680,['Ilona Andrews']
9780553573760,['Susanna Kearsley']
9780141311420,"['Roald Dahl', 'Quentin Blake']"
9780786838820,"['Sara Pennypacker', 'Marla Frazee']"
9781841498870,['Daniel Abraham']
9780151686570,"['T.S. Eliot', 'Edward Gorey']"
,['Cassie Dandridge Selleck']
9780312947060,['Sherrilyn Kenyon']
9780743468400,['Lois McMaster Bujold']
9789953890590,"['أحلام مستغانمي', 'Ahlam Mosteghanemi']"
9780810993240,"['Michael Buckley', 'Peter Ferguson']"
9780060608520,['Dietrich Bonhoeffer']
9780345418490,['Stephen R. Donaldson']
9780345334310,['Anne McCaffrey']
9780765377080,"['Liu Cixin', 'Joel Martinsen']"
9781841499000,['Mira Grant']
9780425153970,"['Leigh Nichols', 'Dean Koontz']"
9780451456720,['Anne Bishop']
9781492103740,['Pepper Winters']
9780446610020,['Jacqueline Carey']
9780441010650,['Alastair Reynolds']
9780545010310,['Jim Benton']
9780786868920,['Liz Murray']
9780399157040,"['J.D. Robb', 'Nora Roberts']"
9780345516530,['Nancy Horan']
,['Quinn Loftis']
9780143039570,"['Saul Bellow', 'Christopher Hitchens']"
,['Tijan']
9780330353820,['Margaret George']
9780345505510,['Steve Berry']
9780345808000,['Miriam Toews']
9780553342540,['John Gribbin']
9780765357050,['F. Paul Wilson']
9780316101880,"['James Patterson', 'Chris Tebbetts', 'Laura Park']"
9780446603780,['Octavia E. Butler']
9781933633630,"['Hans Fallada', 'Michael Hofmann', 'Geoff Wilkes']"
9780698410430,['Alwyn Hamilton']
9780425178580,"['J.D. Robb', 'Nora Roberts']"
9780440351830,"['C.G. Jung', 'Joseph L. Henderson', 'Aniela Jaffé', 'Jolande Jacobi', 'John Freeman', 'Marie-Louise von Franz']"
9780545208860,['Kazu Kibuishi']
9780618709860,"[""Tim O'Brien""]"
9780312949820,"['Lisa Kleypas', 'Rosalyn Landor']"
9781402798440,['Colleen Houck']
9780440222700,['Harlan Coben']
,['Susan Elizabeth Phillips']
9781937053410,['Jennifer L. Armentrout']
,['Emma Chase']
9780316127200,['Gail Carriger']
9780764200110,['Janette Oke']
9780671870120,['Julie Garwood']
9780312605380,['Lisa Kleypas']
9781400041980,"['Vladimir Nabokov', 'David Lodge']"
9780345322230,['Piers Anthony']
9781905294960,['Cornelia Funke']
9781419176520,['Nikolai Gogol']
9784770019580,"['Eiji Yoshikawa', 'Charles Terry', 'Edwin O. Reischauer']"
9780545052430,['Wendy Mass']
9780385532460,['John Grisham']
9780140436040,['Matthew      Lewis']
9780345522020,['Jamie Ford']
9780399256160,['Lynda Mullaly Hunt']
9780310211880,"['Jim Cymbala', 'Dean Merrill']"
9780062128030,['Megan Shepherd']
,['Samantha Young']
9780786891120,['George Carlin']
9780345371980,"['Douglas Adams', 'Mark Carwardine']"
9780439903450,['Gordon Korman']
9780803739090,['Huntley Fitzpatrick']
9780765336420,['Brian Staveley']
9780300115470,"['Jean-Paul Sartre', 'Arlette Elkaïm-Sartre', 'Annie Cohen-Solal', 'Carol Macomber']"
9780679456210,['Gloria Steinem']
9781591843120,['Scott Belsky']
9780061767610,['Lauren Conrad']
,['Katy Evans']
,['Kristen Ashley']
9780439643630,"['Hans Christian Andersen', 'Rachel Isadora']"
9780062123750,['Justin Halpern']
9780425205970,['Agatha Christie']
9780385535300,['Edward Rutherfurd']
9780446694250,['Michael Connelly']
9780543895880,['Rudyard Kipling']
9788466302200,['Anne Rice']
9781421501700,"['Tsugumi Ohba', 'Takeshi Obata']"
9780399256190,['John Flanagan']
,['Lee Child']
9781921794090,['Hannah Harrington']
9780451475500,['M.J. Arlidge']
9781250003330,['Anna Banks']
,['Kitty French']
9780345418460,['Stephen R. Donaldson']
9780679736390,['William Styron']
9780374379930,['Jack Gantos']
9781439147980,['Jennifer Estep']
9780486277900,['Ralph Waldo Emerson']
9780312420340,['J.G. Ballard']
9780380811960,"['Adele Faber', 'Elaine Mazlish', 'Kimberly Ann Coe']"
9780879101370,"['Joseph Stein', 'Jerry Bock', 'Sheldon Harnick']"
9781459245950,['Sylvia Day']
9780385732960,['Sydney Taylor']
9780345396560,['Terry Brooks']
,['Jane Harper']
9780312983280,"['Janet Evanovich', 'Charlotte Hughes']"
9780806501900,"['Kahlil Gibran', 'Anthony R. Ferris']"
9780446554990,"['Douglas Preston', 'Lincoln Child']"
9780450837320,['Cornelius Ryan']
9780060540750,['Jerry Spinelli']
9780752860560,['Kate Mosse']
9780061714310,['Richard Kadrey']
9780684804520,['Ernest Hemingway']
9780425219430,['Maya Banks']
9780345418470,['Stephen R. Donaldson']
9780836217700,['Bill Watterson']
9781482334300,['J.C. Reed']
9780886775990,['Tad Williams']
9780345376050,['Anne Rice']
9780441653040,"['Robert A. Heinlein', 'Damon Knight']"
9780394720950,['Robert A. Caro']
,['Dean Koontz']
9780375814240,['Roald Dahl']
9780802757690,['Charlaine Harris']
9781841959120,['Steven Hall']
9781423160920,['Rick Riordan']
9780553295410,"['Margaret Weis', 'Tracy Hickman']"
9780743236710,['Andrew Solomon']
9780679826420,"['Barbara Park', 'Denise Brunkus']"
9780060882860,"['Gabriel García Márquez', 'Gregory Rabassa']"
9780007201780,['Conn Iggulden']
9780385344420,['Karen Marie Moning']
9781496166400,['Edgar Allan Poe']
9780451458220,['Guy Gavriel Kay']
9780064400960,"['Maud Hart Lovelace', 'Lois Lenski']"
9780316014560,['Sara Zarr']
9780434017840,['Lauren Groff']
9780425263150,['Charlaine Harris']
9780373210570,['Julie Kagawa']
9780743294390,['Kathy Reichs']
9780517223000,['James  Jones']
9781401911840,['Wayne W. Dyer']
9780345412220,['Mario Puzo']
9789770930920,"['يوسف زيدان', 'Youssef Ziedan']"
9780743453030,['Kathy Reichs']
9780809015800,['Gerda Weissmann Klein']
9780688143210,"['Rudyard Kipling', 'Jerry Pinkney']"
9781401218380,"['Grant Morrison', 'Frank Quitely']"
9780380820860,['Julia Quinn']
9781400097690,"['Nando Parrado', 'Vince Rause']"
9781484148040,['Nicole  Williams']
9780803740820,"['Kimberly Brubaker Bradley', 'مرضیه ورشوساز']"
9780439568420,['R.L. Stine']
9780060932300,['Bernard Cornwell']
9780060837650,['Meg Cabot']
9780141181740,"['Thomas Mann', 'Joachim Neugroschel']"
9780345539940,['Alan Bradley']
9780312421990,['Zoë Heller']
9780451475170,['J.R. Ward']
9780425193940,['Dorothea Benton Frank']
9781892213750,"['CLAMP', 'Anita Sengupta']"
9781460995460,['G.P. Ching']
9780446611920,['Nelson DeMille']
9780439636480,['Michael Morpurgo']
9780425215680,['Rhys Bowen']
,['Kristen Ashley']
,['Jennifer Probst']
9780385670520,['Kelley Armstrong']
9780812570820,['Elizabeth Haydon']
9780553278120,['Erich Segal']
9781566562940,"['Amin Maalouf', 'Russell Harris']"
9780399156880,['J.D. Robb']
9780316230810,['NoViolet Bulawayo']
9780875421190,['Scott Cunningham']
9780141185460,"['Arthur Miller', 'Christopher Bigsby']"
9780330425780,['Cath Crowley']
9780380818620,['Lois McMaster Bujold']
9780670024960,['Robert Greene']
9780743422000,['Kurt Vonnegut Jr.']
9780618007010,['David Wiesner']
9780061779850,['Kimberly Derting']
9780689851320,['Cynthia Voigt']
9780440240980,['Karen Marie Moning']
9780553563700,"['Margaret Weis', 'Tracy Hickman']"
9780440225450,['Harlan Coben']
9780380000840,['Roger Zelazny']
9780435124780,['Katherine Paterson']
9780425199330,['Clive Cussler']
9780345338550,['James Alexander Thom']
9780743484910,"['William Shakespeare', 'Barbara A. Mowat', 'Paul Werstine']"
9780425127580,"['Owen  West', 'Dean Koontz']"
9781423176370,['Cristin Terrill']
9780544025840,['Kimberly Rae Miller']
9780141009830,['Kathleen Winsor']
9780375868700,['John  Stephens']
9780241144150,['Zadie Smith']
9780805073670,['Doug Stanton']
9781598163220,['Yuna Kagesaki']
9780525425880,['Nina LaCour']
9780316058290,['Wendy Mass']
9780399237320,['Patricia Polacco']
9781622669100,"['J. Lynn', 'Jennifer L. Armentrout']"
,['C.S. Pacat']
9780373605700,['Tiffany Reisz']
9780743263060,['William  Kennedy']
9781408857910,['Sarah J. Maas']
9780007302150,['Derek Landy']
9780618658950,['Paul Theroux']
9781439192990,['Brad Thor']
9781563894820,"['Warren Ellis', 'Darick Robertson']"
9780441013650,['Charles Stross']
9780786888020,['Steve Martin']
9780143036430,['C.J. Sansom']
,['Christina Lauren']
9780393081500,['Liz Moore']
9780142401420,['Brian Jacques']
9780385341070,['Lloyd Jones']
9780142409860,['Cate Tiernan']
9781476792510,['Anna Todd']
,['Sarah J. Maas']
9780143037580,"['Søren Kierkegaard', 'Alastair Hannay']"
9780440238030,['Amelia Atwater-Rhodes']
9780333725030,['Peter F. Hamilton']
9780671726520,['Thor Heyerdahl']
9781594487290,['Mohsin Hamid']
9780143039820,"['Albert Einstein', 'Nigel Calder', 'Robert W. Lawson']"
9780545169170,['Siobhan Vivian']
9780553378500,['David James Duncan']
9780307591560,['Shawn Achor']
9780765330540,['W. Bruce Cameron']
9781401225670,"['Grant Morrison', 'Frank Quitely', 'Philip Tan', 'Jonathan Glapion', 'Alex Sinclair']"
9781421501210,['Matsuri Hino']
9780156029580,"['Arturo Pérez-Reverte', 'Margaret Jull Costa']"
9780684842510,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']"
9780553298050,['Timothy Zahn']
,['Tyler Oakley']
,['Alessandra Torre']
9780061128850,['Laura Lippman']
,"['Jay Crownover', 'Charlotte Connan de vries']"
9780141439780,"['Laurence Sterne', 'Melvyn New']"
9780142001820,['Susan Vreeland']
9780937611360,['Louise L. Hay']
9780060825430,"['Neil Gaiman', 'P. Craig Russell']"
9780061477960,['Diana Wynne Jones']
9781101875000,['Don Winslow']
9780142002060,['Ian Fleming']
9780521357300,"['John Locke', 'Peter Laslett', 'Raymond Geuss']"
9781420925230,['Henry David Thoreau']
9780316030890,['Louisa May Alcott']
,['David  Arnold']
9780375836950,['Melina Marchetta']
,['Kristen Ashley']
9781250014400,['Darynda Jones']
9780312957580,['Wilbur Smith']
9781476717720,['Nick Cutter']
9781405092720,['C.J. Sansom']
9780292760290,"['Pablo Neruda', 'Stephen Tapscott']"
9780060531250,['Julia Quinn']
9781781106300,"['J.K. Rowling', 'MinaLima']"
9780198245970,"['Georg Wilhelm Friedrich Hegel', 'A.V. Miller', 'John Niemeyer Findlay']"
9780330351430,['Peter F. Hamilton']
9780373776570,['Gena Showalter']
9780062310710,['Victoria Aveyard']
9780805090800,['Paul Auster']
9789770922810,['يوسف زيدان']
9780061701240,['Sarah Mlynowski']
9781442430010,['Moira Young']
9780553803080,['Julie Gregory']
9780316713730,['Anita Shreve']
9780062409200,['Paulette Jiles']
9780143104250,['Devdutt Pattanaik']
9780312099440,['Gail Tsukiyama']
9780140621310,['Anthony Hope']
,['Tammy Falkner']
9780140178140,['Paul Auster']
9780446608890,['David Baldacci']
9780786914040,['R.A. Salvatore']
9780439568330,['R.L. Stine']
9780765349650,['Douglas Preston']
9780425285050,['J.P. Delaney']
9780747569110,['Louis Sachar']
9780446362660,['Dan Simmons']
9780446695720,['Carl Hiaasen']
9789992195740,['أحمد خالد توفيق']
9780345539470,['Karin Slaughter']
9780525422430,['Heather Brewer']
9780345330130,['Robert A. Heinlein']
9780778322340,['Alex Kava']
9780142402450,"['Brian Jacques', 'Allan Curless']"
9780525444460,"['A.A. Milne', 'Ernest H. Shepard']"
9789799625730,['Dee Lestari']
9780393079980,['Nicole Krauss']
9780062430210,['Karin Slaughter']
9780983475440,['Marie Force']
9780842365830,['Francine Rivers']
9781841490240,['Orson Scott Card']
9780743466780,['Sandra Brown']
9781483911890,['Mark  Edwards']
9780435900660,"['Tayeb Salih', 'Denys Johnson-Davies']"
9780060931410,['Doris Lessing']
9780007191320,['Jennifer Donnelly']
9780345434810,['Jeff Shaara']
9782226135020,['Éric-Emmanuel Schmitt']
9781400034730,['Harold S. Kushner']
9780006499170,"[""Patrick O'Brian""]"
9781599901110,['Jessica Day George']
9780140309270,['Robert McCloskey']
9780590396970,['Tamora Pierce']
9780345456330,['David Eddings']
9781400064110,['Philip G. Zimbardo']
9780345471020,['Nancy Pickard']
9780553276330,"['Clive Cussler', 'Michael Pritchard']"
,['Abbi Glines']
9780749934420,['J.D. Robb']
9780060548260,['Mary  Stewart']
9780689857960,['Margaret Peterson Haddix']
9780312330350,"['Rusty Young', 'Thomas McFadden']"
9781931514580,['Fuyumi Soryo']
9780465023930,['Richard Feynman']
9780345418520,['Piers Anthony']
9780385340110,['Michelle Richmond']
,['J.K. Rowling']
9780140317210,"['Astrid Lindgren', 'Patricia Crampton', 'Trina Schart Hyman']"
9781416909840,['Andrew Clements']
9781468139330,['Elisabeth Naughton']
9781905802490,['Tan Twan Eng']
,['Natasha Preston']
9781476766670,['Alice Clayton']
9780843949940,['Christine Feehan']
9781581345260,['Frank E. Peretti']
9780062280700,['Danielle  Paige']
9780505524480,['Christine Feehan']
9781555976900,['Claudia Rankine']
9781585673930,['P.G. Wodehouse']
9780061375870,"['Sarah Prineas', 'Antonio Javier Caparo']"
9780316787540,['Michael Azerrad']
9781897299210,['Guy Delisle']
9780451211480,['Ken Follett']
9780316912130,['Cecily von Ziegesar']
9780310286710,['Wayne A. Grudem']
9781449474200,['Sarah Andersen']
9781585676770,['R. Scott Bakker']
9781416551610,['Kristin Kimball']
9781423170280,['Melissa Landers']
,['Laura Ruby']
9780060096180,['Meg Cabot']
9780307271080,['Chimamanda Ngozi Adichie']
9781250095250,['Stephanie Garber']
9780061573130,['James Frey']
9780140249440,['John Updike']
9781934813320,['Cheryl Rainfield']
9789792248620,['Ahmad Fuadi']
9780345496870,['Naomi Novik']
9780805062880,['Rick Atkinson']
9781416532350,['Sandra Brown']
9781400061270,['Fannie Flagg']
9780765321530,['Jo Walton']
9780749934390,['J.D. Robb']
9780679723230,['James M. Cain']
9780312947060,['Sherrilyn Kenyon']
9780321525660,['Garr Reynolds']
9780679601590,['Philip Roth']
9780545141020,"['Tom Sniegoski', 'Jeff Smith', 'Thomas E. Sniegoski', 'Steve Hamaker']"
9780312546560,['Sherrilyn Kenyon']
9780553418610,['Scott  Hawkins']
9780439845820,"[""Chris d'Lacey""]"
9780375761420,['James A. Michener']
9780375836890,['Jennifer L. Holm']
9780671720150,['Lois McMaster Bujold']
9780385720250,"['Sylvia Plath', 'Karen V. Kukil']"
9780316068220,['David Foster Wallace']
9780691024170,['Richard Feynman']
9781595143920,"['Lili St. Crow', 'Lilith Saintcrow']"
9780553587080,['Kelley Armstrong']
9780375814710,['Tamora Pierce']
9780060825320,['Debra Dean']
9780345495970,['Laurell K. Hamilton']
9780312368470,['Chelsea Cain']
9789722120760,['José Saramago']
9780425190450,['William Gibson']
9780575088870,['Hannu Rajaniemi']
9780415254080,['Ludwig Wittgenstein']
9780002314570,['Agatha Christie']
9781401200920,"['Jeph Loeb', 'Jim Lee', 'Scott Williams']"
9781416585830,['Spencer Quinn']
9780007169920,['Dr. Seuss']
9781416547860,['Doris Kearns Goodwin']
9781416997960,['Brandon Mull']
9780385315550,['Caroline Knapp']
9781421820610,['Jules Verne']
9781250000230,"['P.C. Cast', 'Kristin Cast']"
9780002317860,['Agatha Christie']
,['Sarah J. Maas']
9780679724630,"['Friedrich Nietzsche', 'Walter Kaufmann', 'R.J. Hollingdale']"
9780618257320,['Steven Callahan']
9781416530730,['Judith McNaught']
9780061784800,['James Rollins']
9780316701310,['Lisi Harrison']
9780007331790,['Bernard Cornwell']
9781586483040,['Laurence Rees']
9781592289450,['Slavomir Rawicz']
9781484715770,['Alexandra Bracken']
9780425215680,"['J.D. Robb', 'Susan Ericksen']"
9780385534830,['Chris Bohjalian']
9780451199870,['Agatha Christie']
9788188575660,"['Durjoy Datta', 'Maanvi Ahuja']"
9780778324900,['Robyn Carr']
9781597800440,['Iain M. Banks']
9780385539130,['Margaret Atwood']
9780151012370,['Ivan Doig']
9781595145930,"['Morgan Rhodes', 'Michelle Rowen']"
